Key,Year,Identifier,Model,Model2,Category,Validation,Training (%),Test (%),Time Horizon,Time Horizon (Months),Rank within study,RMSE,nRMSE,R-Squared,R,MAE,MAPE,MASE,CORR,ME,SMAPE,MSE,Lambda,CVE,Pearson's correlation coefficient (ρ),Note/Input Variables,EXCLUDE
WBFSAGX8,2019,"Shashvat, 2019",LR,LR,Machine Learning,Not clear,Not clear,Not clear,12M,12,3,262.676,,,,166.9,,,,,,68999.1698,,,,,
WBFSAGX8,2019,"Shashvat, 2019",SVM,SVM,Machine Learning,Not clear,Not clear,Not clear,12M,12,4,270.565,,,,121.764,,,,,,73205.69,,,,,
WBFSAGX8,2019,"Shashvat, 2019",ARIMA,ARIMA,Time Series,Not clear,Not clear,Not clear,12M,12,5,273.996,,,,170.405,,,,,,76902.502,,,,,
GT9ARHDC,2023,"Shashvat, 2023",SVM + LR + ANN,Ensemble,Ensemble,Training/Testing Data,66.66,33.33,12M,12,1,3.9902,,,,2722.3,,,,,,15.9218,,,,"SVR, LR, and ANN, regress the independent variables to determine the estimate",
GT9ARHDC,2023,"Shashvat, 2023",ANN,ANN,Machine Learning,Training/Testing Data,66.66,33.33,12M,12,2,255.9554,,,,163.961,,,,,,65513.206,,,,,
GT9ARHDC,2023,"Shashvat, 2023",LR,LR,Machine Learning,Training/Testing Data,66.66,33.33,12M,12,3,262.676,,,,166.901,,,,,,68999.169,,,,,
GT9ARHDC,2023,"Shashvat, 2023",SVM,SVM,Machine Learning,Training/Testing Data,66.66,33.33,12M,12,4,270.565,,,,121.764,,,,,,73205.696,,,,,
FGNXYLRR,2015,"Shi, 2015",LR,LR,Machine Learning,Cross-validation,80,20,3M,3,1,,,,,,0.24,,,,,,,,,,
FGNXYLRR,2015,"Shi, 2015",SARIMA,SARIMA,Time Series,Cross-validation,80,20,3M,3,2,,,,,,0.29,,,,,,,,,,
2GUZH59I,2024,"Tian, 2024",XGBoost,XGBoost,Machine Learning,Cross-validation,80,20,Weekly,not clear,1,156.07,,,0.83,89.12,,,,,,,,,,,
2GUZH59I,2024,"Tian, 2024",GBM,GBM,Machine Learning,Cross-validation,80,20,Weekly,not clear,2,204.67,,,0.65,136.08,,,,,,,,,,,
2GUZH59I,2024,"Tian, 2024",RF,RF,Machine Learning,Cross-validation,80,20,Weekly,not clear,3,228.24,,,0.64,154.97,,,,,,,,,,,
2GUZH59I,2024,"Tian, 2024",DT,DT,Machine Learning,Cross-validation,80,20,Weekly,not clear,4,260.59,,,0.44,158.85,,,,,,,,,,,
2GUZH59I,2024,"Tian, 2024",SVM,SVM,Machine Learning,Cross-validation,80,20,Weekly,not clear,5,267.86,,,0.51,159.88,,,,,,,,,,,
2GUZH59I,2024,"Tian, 2024",GLM,GLM,Machine Learning,Cross-validation,80,20,Weekly,not clear,6,328.4,,,0.16,258.19,,,,,,,,,,,
PLNIJXDI,2024,"Tuan, 2024",SARIMAX,SARIMAX,Time Series,Cross-validation,80,20,Monthly ,not clear,1,22.635,,,,17.017,,,,,,,,,,"SARIMAX #2, Reduced overfitting; still requires fine-tuning for better test performance.",
PLNIJXDI,2024,"Tuan, 2024",LSTM,LSTM,Deep Learning,Cross-validation,80,20,Monthly ,not clear,2,24.368,,,,18.143,,,,,,,,,,"LSTM #2, Deeper model improves fit, but test performance remains inconsistent.",
PLNIJXDI,2024,"Tuan, 2024",LR,LR,Machine Learning,Cross-validation,80,20,Monthly ,not clear,3,26.427,,,,21.409,,,,,,,,,,"NBR #4, Significant improvement in predictive accuracy and generalization.",
PLNIJXDI,2024,"Tuan, 2024",SARIMAX,SARIMAX,Time Series,Cross-validation,80,20,Monthly ,not clear,4,27.19,,,,20.307,,,,,,,,,,"SARIMAX #1, Strong overfitting; poor generalization to test data.",
PLNIJXDI,2024,"Tuan, 2024",XGBoost,XGBoost,Machine Learning,Cross-validation,80,20,Monthly ,not clear,5,29.732,,,,21.767,,,,,,,,,,"XGBoost #1, Severe overfitting; excellent train performance but poor test generalization.",
PLNIJXDI,2024,"Tuan, 2024",XGBoost,XGBoost,Machine Learning,Cross-validation,80,20,Monthly ,not clear,6,30.973,,,,24.45,,,,,,,,,,"XGBoost #2, Minor improvement with lagged variables; overfitting persists.",
PLNIJXDI,2024,"Tuan, 2024",LR,LR,Machine Learning,Cross-validation,80,20,Monthly ,not clear,7,32.364,,,,24.846,,,,,,,,,,"NBR #3, Better generalization, but key outbreak peaks remain undetected.",
PLNIJXDI,2024,"Tuan, 2024",LR,LR,Machine Learning,Cross-validation,80,20,Monthly ,not clear,8,33.413,,,,25.822,,,,,,,,,,"NBR #1, Reasonable generalization but struggles with larger fluctuations.",
PLNIJXDI,2024,"Tuan, 2024",LR,LR,Machine Learning,Cross-validation,80,20,Monthly ,not clear,9,33.502,,,,25.556,,,,,,,,,,"NBR #2, Slight improvement; still lacks peak detection.",
PLNIJXDI,2024,"Tuan, 2024",LSTM,LSTM,Deep Learning,Cross-validation,80,20,Monthly ,not clear,10,34.92,,,,24.859,,,,,,,,,,"LSTM #3, Improved training results, but test performance is weak, especially with peaks.",
PLNIJXDI,2024,"Tuan, 2024",LSTM,LSTM,Deep Learning,Cross-validation,80,20,Monthly ,not clear,11,38.65,,,,28.856,,,,,,,,,,"LSTM #1, Captures seasonality but fails to detect individual peaks or outbreaks.",
ZS8SKCA5,2024,"Weng, 2024",RF,RF,Machine Learning,K-fold Cross-Validation,70,30,3W,0.69,1,64.42,,,,34.52,,,,,,,,,,Shifted Dataset,
ZS8SKCA5,2024,"Weng, 2024",RF,RF,Machine Learning,K-fold Cross-Validation,70,30,3W,0.69,1,67.02,,,,49.44,,,,,,,,,,Unshifted Dataset,
ZS8SKCA5,2024,"Weng, 2024",LSTM,LSTM,Deep Learning,K-fold Cross-Validation,70,30,3W,0.69,2,69.02,,,,57.93,,,,,,,,,,Unshifted Dataset,
ZS8SKCA5,2024,"Weng, 2024",ARNN,ARNN,Deep Learning,K-fold Cross-Validation,70,30,3W,0.69,2,70.16,,,,56.38,,,,,,,,,,Shifted Dataset,
ZS8SKCA5,2024,"Weng, 2024",XGBoost,XGBoost,Machine Learning,K-fold Cross-Validation,70,30,3W,0.69,3,75.44,,,,40.77,,,,,,,,,,Shifted Dataset,
ZS8SKCA5,2024,"Weng, 2024",LSTM,LSTM,Deep Learning,K-fold Cross-Validation,70,30,3W,0.69,4,81.88,,,,49.19,,,,,,,,,,Shifted Dataset,
ZS8SKCA5,2024,"Weng, 2024",ARNN,ARNN,Deep Learning,K-fold Cross-Validation,70,30,3W,0.69,3,134.49,,,,123.72,,,,,,,,,,Unshifted Dataset,
ZS8SKCA5,2024,"Weng, 2024",ARIMA,ARIMA,Time Series,K-fold Cross-Validation,70,30,3W,0.69,5,142.22,,,,133.41,,,,,,,,,,Shifted Dataset,
ZS8SKCA5,2024,"Weng, 2024",XGBoost,XGBoost,Machine Learning,K-fold Cross-Validation,70,30,3W,0.69,4,169.34,,,,161.29,,,,,,,,,,Unshifted Dataset,
ZS8SKCA5,2024,"Weng, 2024",ARIMA,ARIMA,Time Series,K-fold Cross-Validation,70,30,3W,0.69,5,284.18,,,,275.7,,,,,,,,,,Unshifted Dataset,
82PLYDVV,2020,"Xu, 2020",ANN,ANN,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,1,0.75,,,,1.3467,,,,,,,,,,Nanning,
82PLYDVV,2020,"Xu, 2020",GMM,GMM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,2,0.83,,,,1.2870 §,,,,,,,,,,Nanning,
82PLYDVV,2020,"Xu, 2020",SVM,SVM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,6,1.03,,,,1.4247,,,,,,,,,,Nanning,
82PLYDVV,2020,"Xu, 2020",ANN,ANN,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,1,1.06,,,,1.3462 §,,,,,,,,,,Putian,
82PLYDVV,2020,"Xu, 2020",GBM,GBM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,3,1.13,,,,2.2684,,,,,,,,,,Nanning,
82PLYDVV,2020,"Xu, 2020",SVM,SVM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,2,1.17,,,,1.1627,,,,,,,,,,Putian,
82PLYDVV,2020,"Xu, 2020",GMM,GMM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,3,1.22,,,,1.3462,,,,,,,,,,Putian,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,4,1.42,,,,3.7608,,,,,,,,,,Nanning,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,4,1.59,,,,2.0723,,,,,,,,,,Putian,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,5,2.13,,,,6.3471,,,,,,,,,,Nanning,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,5,2.46,,,,3.752,,,,,,,,,,Putian,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,1,2.9,,,,1.206,,,,,,,,,,Qingyuan,
82PLYDVV,2020,"Xu, 2020",GBM,GBM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,1,3.01,,,,1.0404,,,,,,,,,,Zhaoqing,
82PLYDVV,2020,"Xu, 2020",GMM,GMM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,2,3.25,,,,1.1464 §,,,,,,,,,,Zhaoqing,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,1,3.4,,,,1.5226,,,,,,,,,,Dongguan,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,3,3.46,,,,1.2698,,,,,,,,,,Zhaoqing,
82PLYDVV,2020,"Xu, 2020",GBM,GBM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,2,3.47,,,,1.0794 §,,,,,,,,,,Qingyuan,
82PLYDVV,2020,"Xu, 2020",ANN,ANN,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,4,3.58,,,,1.2799,,,,,,,,,,Zhaoqing,
82PLYDVV,2020,"Xu, 2020",GMM,GMM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,1,3.76,,,,1.0898 §,,,,,,,,,,Zhuhai,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,5,3.8,,,,1.2698,,,,,,,,,,Zhaoqing,
82PLYDVV,2020,"Xu, 2020",SVM,SVM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,6,3.86,,,,1.2773,,,,,,,,,,Zhaoqing,
82PLYDVV,2020,"Xu, 2020",SVM,SVM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,2,3.99,,,,1.1172,,,,,,,,,,Zhuhai,
82PLYDVV,2020,"Xu, 2020",GMM,GMM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,3,4.03,,,,1.2633,,,,,,,,,,Qingyuan,
82PLYDVV,2020,"Xu, 2020",GBM,GBM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,2,4.14,,,,1.1544,,,,,,,,,,Dongguan,
82PLYDVV,2020,"Xu, 2020",GMM,GMM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,3,4.18,,,,1.4236,,,,,,,,,,Dongguan,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,3,4.27,,,,1.1862,,,,,,,,,,Zhuhai,
82PLYDVV,2020,"Xu, 2020",ANN,ANN,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,4,4.37,,,,1.1739,,,,,,,,,,Dongguan,
82PLYDVV,2020,"Xu, 2020",GBM,GBM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,6,4.48,,,,6.8112,,,,,,,,,,Putian,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,4,4.51,,,,1.3084,,,,,,,,,,Qingyuan,
82PLYDVV,2020,"Xu, 2020",SVM,SVM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,5,4.52,,,,1.3094,,,,,,,,,,Qingyuan,
82PLYDVV,2020,"Xu, 2020",ANN,ANN,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,4,4.68,,,,1.2526,,,,,,,,,,Zhuhai,
82PLYDVV,2020,"Xu, 2020",SVM,SVM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,5,4.95,,,,1.0731 §,,,,,,,,,,Dongguan,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,5,5.03,,,,1.3507,,,,,,,,,,Zhuhai,
82PLYDVV,2020,"Xu, 2020",SVM,SVM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,1,5.21,,,,1.2160 §,,,,,,,,,,Shantou,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,6,5.33,,,,1.2367,,,,,,,,,,Dongguan,
82PLYDVV,2020,"Xu, 2020",GMM,GMM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,2,5.34,,,,1.2453,,,,,,,,,,Shantou,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,3,5.36,,,,1.2849,,,,,,,,,,Shantou,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,4,5.45,,,,1.2945,,,,,,,,,,Shantou,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,1,7.41,,,,1.1392 §,,,,,,,,,,Fuzhou,
82PLYDVV,2020,"Xu, 2020",GMM,GMM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,2,7.6,,,,1.1653,,,,,,,,,,Fuzhou,
82PLYDVV,2020,"Xu, 2020",SVM,SVM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,3,7.7,,,,1.1775,,,,,,,,,,Fuzhou,
82PLYDVV,2020,"Xu, 2020",ANN,ANN,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,5,8.39,,,,1.882,,,,,,,,,,Shantou,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,4,8.44,,,,1.252,,,,,,,,,,Fuzhou,
82PLYDVV,2020,"Xu, 2020",GMM,GMM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,1,8.6,,,,1.1335 §,,,,,,,,,,Yangjiang,
82PLYDVV,2020,"Xu, 2020",GBM,GBM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,2,8.71,,,,1.0954,,,,,,,,,,Yangjiang,
82PLYDVV,2020,"Xu, 2020",SVM,SVM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,3,8.84,,,,1.0827,,,,,,,,,,Yangjiang,
82PLYDVV,2020,"Xu, 2020",ANN,ANN,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,4,8.92,,,,1.0875,,,,,,,,,,Yangjiang,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,5,9.09,,,,1.1232,,,,,,,,,,Yangjiang,
82PLYDVV,2020,"Xu, 2020",ANN,ANN,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,6,9.14,,,,2.3374,,,,,,,,,,Qingyuan,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,6,9.8,,,,1.2083,,,,,,,,,,Yangjiang,
82PLYDVV,2020,"Xu, 2020",ANN,ANN,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,5,11.8,,,,1.6458,,,,,,,,,,Fuzhou,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,1,12.19,,,,0.7060 §,,,,,,,,,,Foshan,
82PLYDVV,2020,"Xu, 2020",GBM,GBM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,6,16.01,,,,2.1833,,,,,,,,,,Fuzhou,
82PLYDVV,2020,"Xu, 2020",GBM,GBM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,6,16.6,,,,3.6012,,,,,,,,,,Zhuhai,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,2,18.09,,,,0.9504,,,,,,,,,,Foshan,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,1,21.69,,,,0.5404 §,,,,,,,,,,Shenzhen,
82PLYDVV,2020,"Xu, 2020",GBM,GBM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,6,22.9,,,,3.5878,,,,,,,,,,Shantou,
82PLYDVV,2020,"Xu, 2020",GBM,GBM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,3,30.02,,,,1.1903,,,,,,,,,,Foshan,
82PLYDVV,2020,"Xu, 2020",ANN,ANN,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,2,31.18,,,,0.8248,,,,,,,,,,Shenzhen,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,3,31.59,,,,0.8405,,,,,,,,,,Shenzhen,
82PLYDVV,2020,"Xu, 2020",GMM,GMM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,4,34.53,,,,1.1666,,,,,,,,,,Foshan,
82PLYDVV,2020,"Xu, 2020",GMM,GMM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,4,36.74,,,,1.0996,,,,,,,,,,Shenzhen,
82PLYDVV,2020,"Xu, 2020",SVM,SVM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,5,36.83,,,,1.3674,,,,,,,,,,Foshan,
82PLYDVV,2020,"Xu, 2020",SVM,SVM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,5,37.43,,,,1.1413,,,,,,,,,,Shenzhen,
82PLYDVV,2020,"Xu, 2020",GBM,GBM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,6,37.77,,,,1.1462,,,,,,,,,,Shenzhen,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,1,37.88,,,,0.5995,,,,,,,,,,Jiangmen,
82PLYDVV,2020,"Xu, 2020",ANN,ANN,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,6,42.98,,,,1.5374,,,,,,,,,,Foshan,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,1,44.09,,,,0.3895 §,,,,,,,,,,Zhongshan,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,2,44.16,,,,0.8104,,,,,,,,,,Jiangmen,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,2,44.86,,,,0.4695,,,,,,,,,,Zhongshan,
82PLYDVV,2020,"Xu, 2020",GMM,GMM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,3,48.26,,,,0.9305,,,,,,,,,,Jiangmen,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,1,48.57,,,,0.6741,,,,,,,,,,Chaozhou,
82PLYDVV,2020,"Xu, 2020",GBM,GBM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,4,49.11,,,,0.8386,,,,,,,,,,Jiangmen,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,1,49.59,,,,1.1600 §,,,,,,,,,,Average of RRSE,
82PLYDVV,2020,"Xu, 2020",SVM,SVM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,5,50.11,,,,1.0159,,,,,,,,,,Jiangmen,
82PLYDVV,2020,"Xu, 2020",GBM,GBM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,1,54.53,,,,1.4442,,,,,,,,,,Lincang,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,2,54.88,,,,1.3449 §,,,,,,,,,,Lincang,
82PLYDVV,2020,"Xu, 2020",SVM,SVM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,3,55.14,,,,1.4094,,,,,,,,,,Lincang,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,2,55.82,,,,1.521,,,,,,,,,,Average of RRSE,
82PLYDVV,2020,"Xu, 2020",ANN,ANN,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,4,56.32,,,,1.46,,,,,,,,,,Lincang,
82PLYDVV,2020,"Xu, 2020",GMM,GMM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,5,56.56,,,,1.4838,,,,,,,,,,Lincang,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,6,56.81,,,,1.4823,,,,,,,,,,Lincang,
82PLYDVV,2020,"Xu, 2020",ANN,ANN,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,3,58.22,,,,0.6579,,,,,,,,,,Zhongshan,
82PLYDVV,2020,"Xu, 2020",GBM,GBM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,4,58.81,,,,0.8342,,,,,,,,,,Zhongshan,
82PLYDVV,2020,"Xu, 2020",GMM,GMM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,5,60.15,,,,0.9834,,,,,,,,,,Zhongshan,
82PLYDVV,2020,"Xu, 2020",SVM,SVM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,6,62.74,,,,1.0827,,,,,,,,,,Zhongshan,
82PLYDVV,2020,"Xu, 2020",GBM,GBM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,3,65.74,,,,1.251,,,,,,,,,,Average of RRSE,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,2,65.8,,,,1.0877,,,,,,,,,,Chaozhou,
82PLYDVV,2020,"Xu, 2020",GMM,GMM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,4,66.48,,,,1.1804,,,,,,,,,,Average of RRSE,
82PLYDVV,2020,"Xu, 2020",SVM,SVM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,5,70.18,,,,1.7411,,,,,,,,,,Average of RRSE,
82PLYDVV,2020,"Xu, 2020",ANN,ANN,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,6,76.28,,,,1.2165,,,,,,,,,,Average of RRSE,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,1,82.04,,,,0.6805 §,,,,,,,,,,Guangzhou,
82PLYDVV,2020,"Xu, 2020",GBM,GBM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,3,96.25,,,,0.7616,,,,,,,,,,Chaozhou,
82PLYDVV,2020,"Xu, 2020",ANN,ANN,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,4,97.19,,,,0.5540 §,,,,,,,,,,Chaozhou,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,1,102.71,,,,0.6041,,,,,,,,,,Dehong,
82PLYDVV,2020,"Xu, 2020",GMM,GMM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,5,104.84,,,,0.9507,,,,,,,,,,Chaozhou,
82PLYDVV,2020,"Xu, 2020",SVM,SVM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,6,106.71,,,,1.0606,,,,,,,,,,Chaozhou,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,1,125.18,,,,1.0059 §,,,,,,,,,,Zhanjiang,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,2,129.83,,,,1.061,,,,,,,,,,Zhanjiang,
82PLYDVV,2020,"Xu, 2020",GBM,GBM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,3,131.01,,,,1.0579,,,,,,,,,,Zhanjiang,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,2,132,,,,0.5244 §,,,,,,,,,,Dehong,
82PLYDVV,2020,"Xu, 2020",GMM,GMM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,4,138.91,,,,1.2287,,,,,,,,,,Zhanjiang,
82PLYDVV,2020,"Xu, 2020",SVM,SVM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,5,139.72,,,,1.2466,,,,,,,,,,Zhanjiang,
82PLYDVV,2020,"Xu, 2020",GMM,GMM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,2,148.5,,,,0.9963,,,,,,,,,,Guangzhou,
82PLYDVV,2020,"Xu, 2020",ANN,ANN,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,6,149.28,,,,1.1683,,,,,,,,,,Zhanjiang,
82PLYDVV,2020,"Xu, 2020",GBM,GBM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,3,169.05,,,,0.7757,,,,,,,,,,Dehong,
82PLYDVV,2020,"Xu, 2020",ANN,ANN,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,1,174.46,,,,1.1895 §,,,,,,,,,,Sipsong Panna,
82PLYDVV,2020,"Xu, 2020",GBM,GBM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,3,175.28,,,,1.1709,,,,,,,,,,Guangzhou,
82PLYDVV,2020,"Xu, 2020",GBM,GBM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,2,183.54,,,,1.5024,,,,,,,,,,Sipsong Panna,
82PLYDVV,2020,"Xu, 2020",SVM,SVM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,4,184.86,,,,1.2305,,,,,,,,,,Guangzhou,
82PLYDVV,2020,"Xu, 2020",GMM,GMM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,4,188.92,,,,0.8247,,,,,,,,,,Dehong,
82PLYDVV,2020,"Xu, 2020",ANN,ANN,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,5,195.78,,,,0.8833,,,,,,,,,,Dehong,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,3,207.08,,,,1.3122,,,,,,,,,,Sipsong Panna,
82PLYDVV,2020,"Xu, 2020",SVM,SVM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,6,209.82,,,,1.0209,,,,,,,,,,Dehong,
82PLYDVV,2020,"Xu, 2020",LSTM,LSTM,Deep Learning,Training/Testing Data,66.66,33.33,24M,24,4,215.8,,,,1.7644,,,,,,,,,,Sipsong Panna,
82PLYDVV,2020,"Xu, 2020",GMM,GMM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,5,224.93,,,,1.8794,,,,,,,,,,Sipsong Panna,
82PLYDVV,2020,"Xu, 2020",SVM,SVM,Machine Learning,Training/Testing Data,66.66,33.33,24M,24,6,230.1,,,,1.9745,,,,,,,,,,Sipsong Panna,
